Params	Time Savings	BD-BR Inc	RDCCOst
AMP=0_BipredSearchRange=0_SearchRange=4_TestRect=3_refs=2	0.4912	0.0544	0.1107
BipredSearchRange=0_HadamardME=0_SearchRange=4_TestRect=3_refs=3	0.3658	0.0411	0.1123
BipredSearchRange=0_SearchRange=4_TestRect=2_refs=3	0.3825	0.0351	0.0919
AMP=0_BipredSearchRange=0_SearchRange=4_TestRect=2_refs=3	0.4820	0.0513	0.1064
AMP=0_BipredSearchRange=0_SearchRange=4_TestRect=2_refs=2	0.5540	0.0633	0.1143
AMP=0_BipredSearchRange=0_SearchRange=4_refs=3	0.3193	0.0326	0.1021
AMP=0_BipredSearchRange=0_SearchRange=4_refs=1	0.5382	0.0608	0.1129
AMP=0_BipredSearchRange=0_HadamardME=0_SearchRange=4	0.2945	0.0346	0.1176
AMP=0_BipredSearchRange=0_SearchRange=8_TestRect=3_refs=1	0.5825	0.0646	0.1109
AMP=0_BipredSearchRange=2_SearchRange=8_TestRect=3_refs=2	0.4835	0.0469	0.0970
AMP=0_BipredSearchRange=0_SearchRange=8_TestRect=3_refs=2	0.4907	0.0507	0.1034
AMP=0_BipredSearchRange=0_HadamardME=0_SearchRange=8_TestRect=3_refs=3	0.4508	0.0486	0.1079
AMP=0_BipredSearchRange=0_HadamardME=0_SearchRange=4_TestRect=3_refs=3	0.4525	0.0528	0.1167
AMP=0_BipredSearchRange=0_SearchRange=4_TestRect=3_refs=1	0.5820	0.0696	0.1196
AMP=0_BipredSearchRange=2_FME=1_SearchRange=8_TestRect=3_refs=3	0.5259	0.0904	0.1719
AMP=0_BipredSearchRange=2_SearchRange=8_TestRect=3_refs=1	0.5778	0.0629	0.1088
AMP=0_BipredSearchRange=0_FME=1_SearchRange=8_TestRect=3_refs=3	0.5359	0.0944	0.1761
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_TestRect=3_refs=1	0.7050	0.0754	0.1069
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3_refs=1	0.7061	0.0763	0.1080
AMP=0_refs=2	0.3899	0.0347	0.0891
AMP=0_QuadtreeTUMaxDepthInter=1_refs=2	0.5230	0.0415	0.0794
AMP=0_QuadtreeTUMaxDepthInter=1_TestRect=3_refs=2	0.5841	0.0554	0.0948
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_TestRect=3_refs=2	0.6013	0.0563	0.0936
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2_refs=2	0.6621	0.0724	0.1093
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3_refs=2	0.6060	0.0580	0.0957
AMP=0_BipredSearchRange=2_SearchRange=4_TestRect=3_refs=2	0.4844	0.0508	0.1049
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3_refs=2	0.6083	0.0613	0.1007
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2_refs=1	0.7421	0.0899	0.1211
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3_refs=1	0.7066	0.0815	0.1154
BipredSearchRange=0_HadamardME=0_refs=2	0.3836	0.0413	0.1077
AMP=0_BipredSearchRange=0_HadamardME=0_SearchRange=4_refs=2	0.4665	0.0576	0.1234
AMP=0_BipredSearchRange=0_HadamardME=0_SearchRange=8_TestRect=3_refs=2	0.5247	0.0613	0.1168
BipredSearchRange=0_HadamardME=0_SearchRange=4_refs=2	0.3923	0.0484	0.1234
AMP=0_BipredSearchRange=0_HadamardME=0	0.2599	0.0271	0.1042
AMP=0_BipredSearchRange=0_HadamardME=0_refs=2	0.4599	0.0508	0.1105
AMP=0_SearchRange=4	0.1599	0.0155	0.0972
AMP=0_SearchRange=4_refs=2	0.3959	0.0407	0.1029
AMP=0_FME=1	0.3408	0.0578	0.1697
AMP=0_refs=1	0.5194	0.0504	0.0971
AMP=0_BipredSearchRange=0_refs=1	0.5337	0.0537	0.1006
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3_refs=1	0.7026	0.0738	0.1051
AMP=0_SearchRange=4_refs=1	0.5202	0.0546	0.1050
AMP=0_BipredSearchRange=2_SearchRange=4_TestRect=3_refs=1	0.5789	0.0682	0.1178
AMP=0_BipredSearchRange=0_HadamardME=0_SearchRange=4_TestRect=3_refs=2	0.5243	0.0650	0.1240
AMP=0_BipredSearchRange=0_HadamardME=0_refs=1	0.5569	0.0671	0.1205
AMP=0_BipredSearchRange=0_HadamardME=0_SearchRange=4_refs=1	0.5576	0.0723	0.1297
AMP=0_BipredSearchRange=0_HadamardME=0_SearchRange=4_refs=3	0.3801	0.0450	0.1184
AMP=0_BipredSearchRange=0_HadamardME=0_SearchRange=8_TestRect=2_refs=2	0.5766	0.0703	0.1219
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2_refs=3	0.6391	0.0794	0.1242
AMP=0_BipredSearchRange=2_HadamardME=0_SearchRange=4_TestRect=3_refs=2	0.5166	0.0632	0.1224
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3_refs=1	0.7194	0.0851	0.1183
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_TestRect=2_refs=3	0.6250	0.0754	0.1206
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2_refs=3	0.6378	0.0748	0.1173
AMP=0_BipredSearchRange=0_HadamardME=0_SearchRange=4_TestRect=2_refs=3	0.5212	0.0627	0.1202
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_TestRect=3_refs=1	0.7236	0.0863	0.1193
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3_refs=1	0.7247	0.0872	0.1203
AMP=0_BipredSearchRange=2_HadamardME=0_SearchRange=8_TestRect=3_refs=1	0.5946	0.0753	0.1267
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2_refs=2	0.6909	0.0830	0.1202
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_TestRect=2_refs=2	0.6924	0.0867	0.1252
AMP=0_BipredSearchRange=0_HadamardME=0_SearchRange=8_TestRect=3_refs=1	0.5982	0.0759	0.1269
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2_refs=2	0.6972	0.0868	0.1245
AMP=0_BipredSearchRange=0_HadamardME=0_SearchRange=4_TestRect=2_refs=2	0.5800	0.0737	0.1270
AMP=0_BipredSearchRange=0_HadamardME=0_SearchRange=4_TestRect=3_refs=1	0.5991	0.0788	0.1315
BipredSearchRange=0_HadamardME=0_SearchRange=4_TestRect=3_refs=1	0.5308	0.0689	0.1297
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3_refs=1	0.7250	0.0903	0.1246
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2_refs=2	0.6975	0.0902	0.1293
AMP=0_BipredSearchRange=2_HadamardME=0_SearchRange=4_TestRect=3_refs=1	0.5949	0.0792	0.1332
BipredSearchRange=0_HadamardME=0_SearchRange=4_TestRect=3_refs=2	0.4465	0.0548	0.1228
BipredSearchRange=0_HadamardME=0_SearchRange=4	0.2060	0.0218	0.1058
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2_refs=1	0.7570	0.1031	0.1362
BipredSearchRange=0_FME=1_HadamardME=0_SearchRange=4	0.4005	0.0777	0.1939
BipredSearchRange=0_FME=1_HadamardME=0	0.3613	0.0716	0.1981
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_TestRect=3_refs=2	0.6443	0.0677	0.1051
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3_refs=2	0.6505	0.0738	0.1134
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3_refs=2	0.6489	0.0706	0.1088
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_SearchRange=8_TestRect=3_refs=3	0.5609	0.1130	0.2014
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3_refs=3	0.5781	0.0620	0.1073
BipredSearchRange=0_HadamardME=0_refs=1	0.4887	0.0575	0.1176
BipredSearchRange=0_HadamardME=0_SearchRange=4_refs=1	0.4908	0.0635	0.1293
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0	0.4378	0.0802	0.1832
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_SearchRange=8_TestRect=3_refs=3	0.5507	0.1112	0.2019
BipredSearchRange=0_HadamardME=0_MaxPartitionDepth=3	0.3742	0.1130	0.3019
BipredSearchRange=0_HadamardME=0_SearchRange=0	0.2303	0.1198	0.5203
BipredSearchRange=0_FME=0_HadamardME=0	0.4760	0.1725	0.3623
BipredSearchRange=0_FME=1_HadamardME=0_SearchRange=4_TestRect=3_refs=3	0.4915	0.1000	0.2035
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_SearchRange=8_TestRect=3_refs=2	0.5996	0.1241	0.2070
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_SearchRange=4	0.4711	0.0870	0.1847
BipredSearchRange=0_FME=1_HadamardME=0_refs=1	0.5403	0.1322	0.2446
BipredSearchRange=0_FME=1_SearchRange=4_TestRect=3_refs=2	0.5122	0.1057	0.2064
BipredSearchRange=0_FME=1_HadamardME=0_SearchRange=4_TestRect=3_refs=2	0.5309	0.1151	0.2168
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_SearchRange=4_refs=3	0.5134	0.1057	0.2058
FME=1_SearchRange=4	0.2876	0.0559	0.1945
SearchRange=4_refs=1	0.4491	0.0457	0.1017
BipredSearchRange=0_SearchRange=4_refs=1	0.4347	0.0505	0.1161
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2_refs=1	0.7389	0.0931	0.1260
BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2_refs=1	0.6967	0.0835	0.1198
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2_refs=1	0.7420	0.0945	0.1273
BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2_refs=1	0.7173	0.0945	0.1317
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2_refs=1	0.7539	0.1066	0.1414
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2_refs=1	0.7578	0.1074	0.1417
BipredSearchRange=0_FME=1_SearchRange=4	0.3558	0.0638	0.1794
AMP=0_FME=1_SearchRange=4	0.3771	0.0639	0.1694
HadamardME=0_SearchRange=4	0.1422	0.0207	0.1457
MaxPartitionDepth=3_SearchRange=4	0.2645	0.0946	0.3578
BipredSearchRange=0_FME=1_HadamardME=0_SearchRange=4_refs=1	0.5402	0.1381	0.2557
AMP=0_BipredSearchRange=0_HadamardME=0_SearchRange=4_TestRect=2_refs=1	0.6398	0.0892	0.1394
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_refs=1	0.6008	0.1422	0.2366
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3_refs=2	0.6434	0.0721	0.1121
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_SearchRange=4_TestRect=3_refs=2	0.5994	0.1261	0.2104
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2_refs=3	0.7297	0.1490	0.2042
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3_refs=1	0.7213	0.0890	0.1235
BipredSearchRange=0_FME=1_HadamardME=0_SearchRange=4_refs=2	0.4913	0.1096	0.2232
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_SearchRange=4_refs=2	0.5578	0.1199	0.2150
BipredSearchRange=0_FME=1_HadamardME=0_SearchRange=4_TestRect=3_refs=1	0.5711	0.1437	0.2517
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_SearchRange=4_TestRect=3_refs=1	0.6366	0.1554	0.2441
BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2_refs=1	0.7544	0.1767	0.2342
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_SearchRange=4_TestRect=3_refs=1	0.6317	0.1523	0.2411
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2_refs=1	0.7883	0.1839	0.2333
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_SearchRange=4_TestRect=2_refs=1	0.6695	0.1633	0.2439
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2_refs=1	0.7851	0.1835	0.2338
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2_refs=1	0.7878	0.1896	0.2406
FME=1_HadamardME=0_SearchRange=4	0.3407	0.0721	0.2117
FME=1_refs=1	0.5091	0.1093	0.2146
FME=1_HadamardME=0	0.3001	0.0636	0.2119
FME=1_MaxPartitionDepth=3	0.4314	0.1413	0.3276
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_SearchRange=4_TestRect=3_refs=3	0.5648	0.1176	0.2082
HadamardME=0_SearchRange=4_refs=1	0.4749	0.0571	0.1202
AMP=0_HadamardME=0_SearchRange=4_refs=1	0.5452	0.0687	0.1260
AMP=0_FME=1_HadamardME=0_SearchRange=4_refs=1	0.5864	0.1428	0.2435
AMP=0_FME=1_HadamardME=0_SearchRange=4	0.4186	0.0845	0.2020
BipredSearchRange=0_FME=1_refs=1	0.5280	0.1196	0.2265
AMP=0_BipredSearchRange=0_FME=1_SearchRange=4	0.4330	0.0712	0.1644
AMP=0_BipredSearchRange=0_FME=1_SearchRange=4_refs=1	0.5920	0.1344	0.2271
AMP=0_BipredSearchRange=0_FME=1	0.3985	0.0680	0.1706
AMP=0_FME=1_HadamardME=0	0.3834	0.0761	0.1984
AMP=0_BipredSearchRange=0_FME=1_SearchRange=4_TestRect=3_refs=3	0.5383	0.0988	0.1835
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_SearchRange=4_TestRect=3_refs=3	0.5539	0.1117	0.2017
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_SearchRange=4_refs=1	0.6029	0.1496	0.2481
AMP=0_FME=1_HadamardME=0_MaxPartitionDepth=3_SearchRange=4	0.5472	0.1733	0.3167
BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_SearchRange=4_TestRect=3_refs=3	0.6289	0.2294	0.3648
BipredSearchRange=0_FME=1_SearchRange=4_TestRect=3_refs=1	0.5625	0.1276	0.2268
BipredSearchRange=0_FME=1_MaxPartitionDepth=3_SearchRange=4_TestRect=3_refs=2	0.6398	0.2207	0.3450
AMP=0_BipredSearchRange=0_FME=1_SearchRange=4_TestRect=3_refs=1	0.6278	0.1427	0.2273
FME=1_HadamardME=0_refs=1	0.5246	0.1273	0.2426
FME=1_HadamardME=0_MaxPartitionDepth=3	0.4730	0.1650	0.3489
BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_SearchRange=4_refs=2	0.6266	0.2135	0.3408
BipredSearchRange=0_FME=1_MaxPartitionDepth=3_refs=1	0.6463	0.2177	0.3368
BipredSearchRange=0_FME=1_MaxPartitionDepth=3_SearchRange=4_TestRect=3_refs=1	0.6748	0.2518	0.3732
AMP=0_BipredSearchRange=0_FME=1_MaxPartitionDepth=3_SearchRange=4_refs=1	0.6839	0.2286	0.3342
AMP=0_BipredSearchRange=0_FME=1_MaxPartitionDepth=3_SearchRange=4_TestRect=3_refs=1	0.7127	0.2586	0.3629
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2_refs=1	0.8465	0.3902	0.4610
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2_refs=1	0.8445	0.3929	0.4652
BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2_refs=1	0.8264	0.3836	0.4642
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_refs=1	0.6901	0.2392	0.3467
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2_refs=1	0.8476	0.3934	0.4641
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_SearchRange=4_TestRect=3_refs=1	0.7174	0.2705	0.3770
FME=1_HadamardME=0_MaxPartitionDepth=3_refs=1	0.6404	0.2284	0.3567
AMP=0_FME=1_HadamardME=0_MaxPartitionDepth=3_SearchRange=4_refs=1	0.6800	0.2400	0.3530
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_SearchRange=4_TestRect=2_refs=1	0.7480	0.3019	0.4036
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_SearchRange=4_TestRect=3_refs=1	0.7210	0.2752	0.3817
BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_refs=1	0.6573	0.2352	0.3578
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_SearchRange=4_refs=1	0.6943	0.2465	0.3550
BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_SearchRange=4_TestRect=3_refs=1	0.6828	0.2668	0.3908
BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_SearchRange=4_refs=1	0.6595	0.2415	0.3661
MaxPartitionDepth=3_SearchRange=0	0.2800	0.1120	0.4001
FME=0_MaxPartitionDepth=3	0.5630	0.2666	0.4735
AMP=0_BipredSearchRange=0_FME=1_SearchRange=0_refs=1	0.5863	0.3714	0.6336
AMP=0_BipredSearchRange=0_FME=0_SearchRange=4_refs=1	0.6312	0.3540	0.5608
AMP=0_BipredSearchRange=0_FME=1_SearchRange=0_TestRect=3_refs=1	0.6210	0.3762	0.6059
AMP=0_BipredSearchRange=0_FME=0_SearchRange=4_TestRect=3_refs=1	0.6579	0.3633	0.5522
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_SearchRange=0_refs=1	0.5949	0.3986	0.6700
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_refs=1	0.6286	0.3523	0.5604
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3_refs=1	0.7600	0.1672	0.2201
BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_SearchRange=4_TestRect=3_refs=2	0.6553	0.2419	0.3691
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3_refs=2	0.7270	0.1397	0.1921
FME=1_HadamardME=0_SearchRange=0_refs=1	0.5307	0.1547	0.2914
FME=1_HadamardME=0_MaxPartitionDepth=3_SearchRange=0_refs=1	0.6449	0.2534	0.3930
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_SearchRange=0_TestRect=3_refs=1	0.6295	0.3886	0.6174
FME=0_HadamardME=0_refs=1	0.5561	0.3141	0.5649
AMP=0_FME=1_HadamardME=0_SearchRange=0_refs=1	0.5904	0.1647	0.2790
AMP=0_FME=1_HadamardME=0_MaxPartitionDepth=3_SearchRange=0_refs=1	0.6821	0.2575	0.3776
AMP=0_FME=0_HadamardME=0_SearchRange=4_refs=1	0.6163	0.3310	0.5372
BipredSearchRange=0_FME=1_HadamardME=0_SearchRange=0_refs=1	0.5322	0.3934	0.7392
BipredSearchRange=0_HadamardME=0_MaxPartitionDepth=3_SearchRange=0	0.4198	0.2121	0.5052
FME=0_SearchRange=0	0.4820	0.2092	0.4341
BipredSearchRange=0_MaxPartitionDepth=3_SearchRange=0	0.3396	0.1958	0.5766
FME=1_MaxPartitionDepth=3_SearchRange=0	0.4774	0.1664	0.3486
BipredSearchRange=0_FME=1_MaxPartitionDepth=3_SearchRange=0_refs=1	0.6441	0.4496	0.6981
BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_SearchRange=0_refs=1	0.6550	0.4718	0.7202
BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3	0.6226	0.2733	0.4389
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_SearchRange=4	0.6027	0.1821	0.3020
BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3	0.5311	0.1710	0.3220
BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_SearchRange=0	0.5705	0.3555	0.6231
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_SearchRange=4	0.6881	0.2871	0.4173
BipredSearchRange=0_FME=0_MaxPartitionDepth=3	0.6230	0.2717	0.4362
