Params	Time Savings	BD-BR Inc	RDCCOst
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=3_refs=3	0.4582	0.0370	0.0807
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_TestRect=2_refs=3	0.5208	0.0447	0.0858
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=2_refs=3	0.5338	0.0455	0.0852
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_TestRect=1_refs=3	0.5985	0.0546	0.0912
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=1_refs=3	0.6095	0.0551	0.0904
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1	0.3143	0.0211	0.0672
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_TestRect=3	0.4099	0.0316	0.0772
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_TestRect=2	0.5019	0.0461	0.0919
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_TestRect=1	0.5943	0.0598	0.1005
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_SearchRange=4	0.2917	0.0194	0.0666
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_SearchRange=4_TestRect=3	0.3860	0.0306	0.0792
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_SearchRange=4_TestRect=2	0.4741	0.0399	0.0842
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_SearchRange=4_TestRect=1	0.5663	0.0488	0.0862
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_refs=3	0.3754	0.0274	0.0731
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_refs=3	0.3902	0.0301	0.0771
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_TestRect=3_refs=3	0.4547	0.0360	0.0791
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=3_refs=3	0.4702	0.0385	0.0818
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_TestRect=2_refs=3	0.5304	0.0470	0.0886
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=2_refs=3	0.5442	0.0472	0.0867
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_TestRect=1_refs=3	0.6052	0.0557	0.0920
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=1_refs=3	0.6010	0.0583	0.0971
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=4	0.3499	0.0267	0.0764
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3	0.4407	0.0359	0.0814
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2	0.5280	0.0522	0.0988
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=1	0.6158	0.0630	0.1023
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_refs=2	0.4829	0.0376	0.0779
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_SearchRange=8_refs=2	0.4907	0.0392	0.0799
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_TestRect=3_refs=2	0.5453	0.0469	0.0861
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=3_refs=2	0.5524	0.0482	0.0873
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_TestRect=2_refs=2	0.6035	0.0571	0.0946
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=2_refs=2	0.6085	0.0572	0.0940
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_TestRect=1_refs=2	0.6628	0.0672	0.1014
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=1_refs=2	0.6673	0.0672	0.1008
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_refs=2	0.4937	0.0365	0.0740
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_refs=2	0.4963	0.0407	0.0821
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_TestRect=3_refs=2	0.5531	0.0507	0.0916
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=3_refs=2	0.5597	0.0513	0.0917
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_TestRect=2_refs=2	0.6112	0.0586	0.0959
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=2_refs=2	0.6169	0.0580	0.0940
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_TestRect=1_refs=2	0.6680	0.0691	0.1035
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=1_refs=2	0.6696	0.0689	0.1030
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2	0.3208	0.0265	0.0825
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8	0.3507	0.0281	0.0801
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=3	0.4365	0.0374	0.0857
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_TestRect=3	0.4075	0.0351	0.0862
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=2	0.5159	0.0464	0.0900
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_TestRect=2	0.4914	0.0432	0.0878
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=1	0.5968	0.0536	0.0898
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_TestRect=1	0.5763	0.0526	0.0912
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3	0.4260	0.0355	0.0833
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=8_refs=3	0.4381	0.0333	0.0761
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3_refs=3	0.5140	0.0449	0.0874
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2_refs=3	0.5863	0.0591	0.1009
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=1_refs=3	0.6582	0.0727	0.1104
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_refs=3	0.4500	0.0337	0.0749
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3_refs=3	0.5250	0.0469	0.0894
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2_refs=3	0.5952	0.0631	0.1061
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=1_refs=3	0.6653	0.0733	0.1102
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=4	0.3335	0.0239	0.0718
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2	0.5156	0.0509	0.0988
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=1	0.6057	0.0619	0.1022
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8	0.3680	0.0314	0.0854
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=3	0.4511	0.0388	0.0860
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=2	0.5287	0.0452	0.0856
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=1	0.6062	0.0550	0.0908
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8	0.4102	0.0332	0.0810
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3	0.4916	0.0448	0.0911
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2	0.5686	0.0623	0.1096
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=1	0.6455	0.0735	0.1139
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2	0.3364	0.0270	0.0803
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_TestRect=3	0.4208	0.0363	0.0862
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_TestRect=2	0.5040	0.0462	0.0917
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_TestRect=1	0.5860	0.0542	0.0924
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8	0.4274	0.0370	0.0866
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3	0.5059	0.0460	0.0909
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2	0.5814	0.0633	0.1089
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=1	0.6561	0.0744	0.1134
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=8_refs=2	0.5486	0.0463	0.0844
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3_refs=2	0.6060	0.0580	0.0957
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2_refs=2	0.6621	0.0724	0.1093
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=1_refs=2	0.7165	0.0853	0.1190
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_refs=1	0.6044	0.0537	0.0888
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_SearchRange=8_refs=1	0.6056	0.0563	0.0930
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_TestRect=3_refs=1	0.6451	0.0637	0.0988
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=3_refs=1	0.6468	0.0653	0.1009
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_TestRect=2_refs=1	0.6846	0.0723	0.1057
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=2_refs=1	0.6863	0.0735	0.1072
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_TestRect=1_refs=1	0.7248	0.0826	0.1140
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=1_refs=1	0.7263	0.0829	0.1142
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_refs=2	0.5581	0.0474	0.0849
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3_refs=2	0.6155	0.0590	0.0958
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2_refs=2	0.6686	0.0744	0.1112
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=1_refs=2	0.7209	0.0871	0.1208
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_refs=1	0.6095	0.0575	0.0943
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_refs=1	0.6105	0.0579	0.0948
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_TestRect=3_refs=1	0.6489	0.0640	0.0986
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=3_refs=1	0.6514	0.0668	0.1025
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_TestRect=2_refs=1	0.6886	0.0744	0.1080
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=2_refs=1	0.6907	0.0757	0.1096
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_TestRect=1_refs=1	0.7271	0.0832	0.1144
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=1_refs=1	0.7279	0.0857	0.1178
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=8_refs=1	0.6632	0.0642	0.0968
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3_refs=1	0.7026	0.0738	0.1051
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2_refs=1	0.7391	0.0888	0.1201
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=1_refs=1	0.7747	0.1026	0.1324
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_refs=1	0.6687	0.0653	0.0977
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3_refs=1	0.7061	0.0763	0.1080
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2_refs=1	0.7421	0.0899	0.1211
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=1_refs=1	0.7778	0.1062	0.1365
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_SearchRange=0_TestRect=1	0.5654	0.0869	0.1537
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_SearchRange=0_TestRect=2	0.4784	0.0751	0.1570
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_SearchRange=0_TestRect=3	0.3899	0.0705	0.1808
AMP=0_BipredSearchRange=2_FME=1_QuadtreeTUMaxDepthInter=1_SearchRange=8	0.5468	0.0719	0.1315
AMP=0_BipredSearchRange=2_FME=1_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3	0.6041	0.0814	0.1347
AMP=0_BipredSearchRange=2_FME=1_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2	0.6599	0.1020	0.1546
AMP=0_BipredSearchRange=2_FME=1_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=1	0.7144	0.1138	0.1593
AMP=0_BipredSearchRange=0_FME=1_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=3	0.5622	0.0733	0.1304
AMP=0_BipredSearchRange=0_FME=1_QuadtreeTUMaxDepthInter=2_TestRect=1	0.6542	0.0935	0.1430
AMP=0_BipredSearchRange=0_FME=1_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=1	0.6732	0.0946	0.1404
AMP=0_BipredSearchRange=2_FME=1_QuadtreeTUMaxDepthInter=2_TestRect=3	0.5195	0.0720	0.1386
AMP=0_BipredSearchRange=2_FME=1_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=3	0.5484	0.0742	0.1352
AMP=0_BipredSearchRange=2_FME=1_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=1	0.6648	0.0974	0.1466
AMP=0_BipredSearchRange=0_FME=1_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3	0.6184	0.0858	0.1387
AMP=0_BipredSearchRange=0_FME=1_QuadtreeTUMaxDepthInter=1_SearchRange=8	0.5637	0.0728	0.1291
AMP=0_BipredSearchRange=0_FME=1_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2	0.6719	0.1063	0.1583
AMP=0_BipredSearchRange=0_FME=1_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=1	0.7240	0.1176	0.1624
AMP=0_BipredSearchRange=0_FME=1_QuadtreeTUMaxDepthInter=2_TestRect=2	0.5944	0.0866	0.1456
AMP=0_BipredSearchRange=0_FME=1_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=2	0.6193	0.0864	0.1396
AMP=0_BipredSearchRange=0_FME=1_QuadtreeTUMaxDepthInter=2_SearchRange=8	0.5035	0.0672	0.1335
AMP=0_BipredSearchRange=2_FME=1_QuadtreeTUMaxDepthInter=2_SearchRange=8	0.4879	0.0672	0.1377
AMP=0_BipredSearchRange=2_FME=1_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=2	0.6066	0.0827	0.1363
AMP=0_BipredSearchRange=0_FME=1_QuadtreeTUMaxDepthInter=2_TestRect=3	0.5332	0.0744	0.1395
AMP=0_BipredSearchRange=2_FME=1_QuadtreeTUMaxDepthInter=2	0.4558	0.0627	0.1375
AMP=0_BipredSearchRange=2_FME=1_QuadtreeTUMaxDepthInter=2_TestRect=2	0.5830	0.0843	0.1446
AMP=0_BipredSearchRange=2_FME=1_QuadtreeTUMaxDepthInter=2_TestRect=1	0.6445	0.0937	0.1454
AMP=0_BipredSearchRange=0_FME=1_QuadtreeTUMaxDepthInter=2	0.4731	0.0655	0.1385
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=2_SearchRange=0	0.2987	0.0573	0.1920
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=0_TestRect=1	0.6157	0.1047	0.1701
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=0_TestRect=2	0.5311	0.0912	0.1718
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=0_TestRect=3	0.4464	0.0767	0.1719
AMP=0_BipredSearchRange=2_QuadtreeTUMaxDepthInter=1_SearchRange=0	0.3577	0.0674	0.1885
AMP=0_BipredSearchRange=2_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2	0.4191	0.1144	0.2729
AMP=0_BipredSearchRange=2_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_SearchRange=8	0.4437	0.1161	0.2618
AMP=0_BipredSearchRange=2_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=3	0.5264	0.1500	0.2850
AMP=0_BipredSearchRange=2_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_TestRect=3	0.5034	0.1469	0.2918
AMP=0_BipredSearchRange=2_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=2	0.6056	0.1824	0.3012
AMP=0_BipredSearchRange=2_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_TestRect=2	0.5878	0.1805	0.3070
AMP=0_BipredSearchRange=2_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=1	0.6839	0.2226	0.3255
AMP=0_BipredSearchRange=2_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_TestRect=1	0.6702	0.2198	0.3279
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_SearchRange=0_TestRect=1	0.5664	0.1373	0.2425
AMP=0_BipredSearchRange=0_FME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8	0.7103	0.2038	0.2869
AMP=0_BipredSearchRange=0_FME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3	0.7400	0.2138	0.2889
AMP=0_BipredSearchRange=0_FME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2	0.7716	0.2419	0.3135
AMP=0_BipredSearchRange=0_FME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=1	0.7993	0.2551	0.3192
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=0_TestRect=1	0.6233	0.1620	0.2598
AMP=0_BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3	0.7264	0.2075	0.2856
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=0_TestRect=2	0.5421	0.1334	0.2461
AMP=0_BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8	0.6933	0.1911	0.2757
AMP=0_BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2	0.7583	0.2343	0.3090
AMP=0_BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=1	0.7890	0.2463	0.3122
AMP=0_BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8	0.6334	0.1870	0.2952
AMP=0_BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=3	0.6705	0.1877	0.2799
AMP=0_BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=2	0.7043	0.2078	0.2950
AMP=0_BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=1	0.7375	0.2185	0.2962
AMP=0_BipredSearchRange=2_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_SearchRange=8	0.4781	0.1249	0.2613
AMP=0_BipredSearchRange=2_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3	0.5575	0.1655	0.2969
AMP=0_BipredSearchRange=2_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2	0.6355	0.2255	0.3548
AMP=0_BipredSearchRange=2_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=1	0.7109	0.2747	0.3864
AMP=0_BipredSearchRange=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_SearchRange=8	0.4932	0.1267	0.2570
AMP=0_BipredSearchRange=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3	0.5711	0.1686	0.2953
AMP=0_BipredSearchRange=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2	0.6453	0.2283	0.3539
AMP=0_BipredSearchRange=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=1	0.7186	0.2783	0.3872
AMP=0_BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=2_TestRect=1	0.7175	0.2130	0.2969
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_SearchRange=0_TestRect=2	0.4891	0.1211	0.2475
AMP=0_BipredSearchRange=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_SearchRange=8	0.4597	0.1218	0.2650
AMP=0_BipredSearchRange=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=3	0.5381	0.1521	0.2827
AMP=0_BipredSearchRange=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=2	0.6156	0.1860	0.3021
AMP=0_BipredSearchRange=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=1	0.6907	0.2258	0.3269
AMP=0_BipredSearchRange=0_FME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=3	0.6835	0.2002	0.2929
AMP=0_BipredSearchRange=0_FME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8	0.6511	0.1857	0.2852
AMP=0_BipredSearchRange=0_FME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=2	0.7169	0.2158	0.3010
AMP=0_BipredSearchRange=0_FME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=1	0.7486	0.2258	0.3016
AMP=0_BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=2_TestRect=3	0.6405	0.1933	0.3018
AMP=0_BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=2	0.6031	0.1739	0.2883
AMP=0_BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=2_TestRect=2	0.6808	0.2054	0.3017
AMP=0_BipredSearchRange=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2	0.4346	0.1189	0.2737
AMP=0_BipredSearchRange=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_TestRect=3	0.5177	0.1499	0.2896
AMP=0_BipredSearchRange=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_TestRect=2	0.5983	0.1850	0.3092
AMP=0_BipredSearchRange=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_TestRect=1	0.6779	0.2239	0.3303
AMP=0_BipredSearchRange=0_FME=0_QuadtreeTUMaxDepthInter=2_TestRect=3	0.6542	0.2013	0.3078
AMP=0_BipredSearchRange=0_FME=0_QuadtreeTUMaxDepthInter=2	0.6194	0.1912	0.3087
AMP=0_BipredSearchRange=0_FME=0_QuadtreeTUMaxDepthInter=2_TestRect=2	0.6932	0.2072	0.2990
AMP=0_BipredSearchRange=0_FME=0_QuadtreeTUMaxDepthInter=2_TestRect=1	0.7272	0.2235	0.3073
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=0_TestRect=3	0.4594	0.1178	0.2564
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=2_SearchRange=0_TestRect=3	0.4034	0.1132	0.2805
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=0	0.3741	0.1083	0.2893
AMP=0_BipredSearchRange=2_FME=2_QuadtreeTUMaxDepthInter=2_TestRect=1	0.6074	0.2227	0.3666
AMP=0_BipredSearchRange=2_FME=2_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=1	0.6275	0.2312	0.3685
AMP=0_BipredSearchRange=2_FME=2_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=2	0.5595	0.2097	0.3747
AMP=0_BipredSearchRange=2_FME=2_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=1	0.6795	0.2459	0.3618
AMP=0_BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=2	0.6353	0.4263	0.6709
AMP=0_BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=2_SearchRange=8	0.6502	0.4273	0.6572
AMP=0_BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=3	0.6996	0.4917	0.7028
AMP=0_BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=2_TestRect=3	0.6861	0.4904	0.7147
AMP=0_BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=2	0.7466	0.5567	0.7456
AMP=0_BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=2_TestRect=2	0.7353	0.5563	0.7566
